URL,Selector,Snippet,Explanation
"https://www.puertoricobeachfinder.com/hidden-beaches-puerto-rico.php","div.space-y-8 > article.bg-white > div.md:w-1/3 > div.absolute","<div class=""absolute top-4 left-4 bg-teal-600 text-white px-3 py-1 rounded-full font-b…"">","Fix any of the following:
  Element has insufficient color contrast of 3.74 (foreground color: #ffffff, background color: #0d9488, font size: 12.0pt (16px), font weight: bold). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/hidden-beaches-puerto-rico.php","div.md:w-2/3 > div.flex > div.flex > span.font-semibold","<span class=""font-semibold"">","Fix any of the following:
  Element has insufficient color contrast of 1.05 (foreground color: #f1f5f9, background color: #fefce8, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/hidden-beaches-puerto-rico.php","article.bg-white > div.md:w-2/3 > div.flex > a.bg-teal-600","<a href=""/beach/puerto-hermina-quebradillas-1848-66925"" class=""bg-teal-600 hover:bg-teal-700 text-white px-4 py-2 rounded-lg text-sm font…"">","Fix any of the following:
  Element has insufficient color contrast of 3.74 (foreground color: #ffffff, background color: #0d9488, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/hidden-beaches-puerto-rico.php","div.space-y-8 > article.bg-white > div.md:w-1/3 > div.absolute","<div class=""absolute top-4 left-4 bg-teal-600 text-white px-3 py-1 rounded-full font-b…"">","Fix any of the following:
  Element has insufficient color contrast of 3.74 (foreground color: #ffffff, background color: #0d9488, font size: 12.0pt (16px), font weight: bold). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/hidden-beaches-puerto-rico.php","div.md:w-2/3 > div.flex > div.flex > span.font-semibold","<span class=""font-semibold"">","Fix any of the following:
  Element has insufficient color contrast of 1.05 (foreground color: #f1f5f9, background color: #fefce8, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/hidden-beaches-puerto-rico.php","article.bg-white > div.md:w-2/3 > div.flex > a.bg-teal-600","<a href=""/beach/la-cueva-del-indio-cove-isabela-side-isabela-18506-67025"" class=""bg-teal-600 hover:bg-teal-700 text-white px-4 py-2 rounded-lg text-sm font…"">","Fix any of the following:
  Element has insufficient color contrast of 3.74 (foreground color: #ffffff, background color: #0d9488, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/hidden-beaches-puerto-rico.php","main#main-content > section#access-guide > div.max-w-7xl > h2.text-2xl","<h2 class=""text-2xl md:text-3xl font-bold text-gray-900 mb-8 text-center"">","Fix any of the following:
  Element has insufficient color contrast of 1.06 (foreground color: #111827, background color: #132024, font size: 18.0pt (24px), font weight: bold). Expected contrast ratio of 3:1"
"https://www.puertoricobeachfinder.com/hidden-beaches-puerto-rico.php","div.max-w-7xl > div.text-center > a.inline-flex > span","<span>","Fix any of the following:
  Element has insufficient color contrast of 3.74 (foreground color: #ffffff, background color: #0d9488, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/hidden-beaches-puerto-rico.php","main#main-content > section.py-12 > div.max-w-4xl > a.inline-block","<a href=""/quiz.php"" class=""inline-block bg-white text-teal-600 hover:bg-gray-100 px-8 py-3 rounded-lg…"">","Fix any of the following:
  Element has insufficient color contrast of 3.74 (foreground color: #0d9488, background color: #ffffff, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/hidden-beaches-puerto-rico.php","div.grid > div > div.space-y-2 > h5.text-xs","<h5 class=""text-xs font-semibold text-gray-500 uppercase tracking-wider"">","Fix any of the following:
  Element has insufficient color contrast of 3.44 (foreground color: #6b7280, background color: #132024, font size: 9.0pt (12px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/hidden-beaches-puerto-rico.php","div.grid > div > div.mt-6 > h5.text-xs","<h5 class=""text-xs font-semibold text-gray-500 uppercase tracking-wider mb-3"">","Fix any of the following:
  Element has insufficient color contrast of 3.44 (foreground color: #6b7280, background color: #132024, font size: 9.0pt (12px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/hidden-beaches-puerto-rico.php","div.max-w-7xl > div.flex > div.flex > span.font-medium","<span class=""font-medium text-white"">","Fix any of the following:
  Element has insufficient color contrast of 1.04 (foreground color: #ffffff, background color: #f9fafb, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/login.php?redirect=%2Ffavorites.php","div.w-full > div.space-y-6 > div.flex > span","<span>","Fix any of the following:
  Element has insufficient color contrast of 3.44 (foreground color: #6b7280, background color: #132024, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/login.php?redirect=%2Ffavorites.php","div.w-full > div.w-full > div.lg:hidden > p.text-center","<p class=""text-center text-sm text-gray-500 mb-4"">","Fix any of the following:
  Element has insufficient color contrast of 3.44 (foreground color: #6b7280, background color: #132024, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/login.php?redirect=%2Ffavorites.php","div.lg:hidden > div.grid > div.bg-white/5 > p.text-gray-500","<p class=""text-gray-500 text-xs mt-1"">","Fix any of the following:
  Element has insufficient color contrast of 3 (foreground color: #6b7280, background color: #1f2b2f, font size: 9.0pt (12px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/login.php?redirect=%2Ffavorites.php","div.lg:hidden > div.grid > div.bg-white/5 > p.text-gray-500","<p class=""text-gray-500 text-xs mt-1"">","Fix any of the following:
  Element has insufficient color contrast of 3 (foreground color: #6b7280, background color: #1f2b2f, font size: 9.0pt (12px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/login.php?redirect=%2Ffavorites.php","div.lg:hidden > div.grid > div.bg-white/5 > p.text-gray-500","<p class=""text-gray-500 text-xs mt-1"">","Fix any of the following:
  Element has insufficient color contrast of 3 (foreground color: #6b7280, background color: #1f2b2f, font size: 9.0pt (12px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/login.php?redirect=%2Ffavorites.php","div.lg:hidden > div.grid > div.bg-white/5 > p.text-gray-500","<p class=""text-gray-500 text-xs mt-1"">","Fix any of the following:
  Element has insufficient color contrast of 3 (foreground color: #6b7280, background color: #1f2b2f, font size: 9.0pt (12px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/login.php?redirect=%2Ffavorites.php","div.w-full > div.w-full > div.mt-8 > p.text-xs","<p class=""text-xs text-gray-500"">","Fix any of the following:
  Element has insufficient color contrast of 3.44 (foreground color: #6b7280, background color: #132024, font size: 9.0pt (12px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/login.php?redirect=%2Ffavorites.php","body.min-h-screen > footer.bg-brand-darker > div.max-w-7xl > p.text-xs","<p class=""text-xs text-gray-600"">","Fix any of the following:
  Element has insufficient color contrast of 2.2 (foreground color: #4b5563, background color: #132024, font size: 9.0pt (12px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/compare.php","main#main-content > section.py-16 > div.max-w-2xl > p.text-sm","<p class=""text-sm text-gray-500 mt-4"">","Fix any of the following:
  Element has insufficient color contrast of 3.44 (foreground color: #6b7280, background color: #132024, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/compare.php","div.grid > div > div.space-y-2 > h5.text-xs","<h5 class=""text-xs font-semibold text-gray-500 uppercase tracking-wider"">","Fix any of the following:
  Element has insufficient color contrast of 3.44 (foreground color: #6b7280, background color: #132024, font size: 9.0pt (12px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/compare.php","div.grid > div > div.mt-6 > h5.text-xs","<h5 class=""text-xs font-semibold text-gray-500 uppercase tracking-wider mb-3"">","Fix any of the following:
  Element has insufficient color contrast of 3.44 (foreground color: #6b7280, background color: #132024, font size: 9.0pt (12px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/best-surfing-beaches.php","section.py-12 > div.max-w-4xl > div.prose > p","<p>","Fix any of the following:
  Element has insufficient color contrast of 1.42 (foreground color: #cbd5e1, background color: #f9fafb, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/best-surfing-beaches.php","div.max-w-4xl > div.prose > p > strong","<strong>","Fix any of the following:
  Element has insufficient color contrast of 1.04 (foreground color: #ffffff, background color: #f9fafb, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/best-surfing-beaches.php","section.py-12 > div.max-w-4xl > div.prose > p","<p>","Fix any of the following:
  Element has insufficient color contrast of 1.42 (foreground color: #cbd5e1, background color: #f9fafb, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/best-surfing-beaches.php","div.max-w-4xl > div.prose > p > strong","<strong>","Fix any of the following:
  Element has insufficient color contrast of 1.04 (foreground color: #ffffff, background color: #f9fafb, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/best-surfing-beaches.php","main#main-content > section#top-beaches > div.max-w-7xl > h2.text-2xl","<h2 class=""text-2xl md:text-3xl font-bold text-gray-900 mb-8 text-center"">","Fix any of the following:
  Element has insufficient color contrast of 1.06 (foreground color: #111827, background color: #132024, font size: 18.0pt (24px), font weight: bold). Expected contrast ratio of 3:1"
"https://www.puertoricobeachfinder.com/best-surfing-beaches.php","div.space-y-8 > article.bg-white > div.md:w-1/3 > div.absolute","<div class=""absolute top-4 left-4 bg-orange-600 text-white px-3 py-1 rounded-full font…"">","Fix any of the following:
  Element has insufficient color contrast of 3.55 (foreground color: #ffffff, background color: #ea580c, font size: 12.0pt (16px), font weight: bold). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/best-surfing-beaches.php","div.md:w-2/3 > div.flex > div.flex > span.font-semibold","<span class=""font-semibold"">","Fix any of the following:
  Element has insufficient color contrast of 1.05 (foreground color: #f1f5f9, background color: #fefce8, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/best-surfing-beaches.php","article.bg-white > div.md:w-2/3 > div.flex > a.bg-orange-600","<a href=""/beach/jobos-beach-isabela-18513-67085"" class=""bg-orange-600 hover:bg-orange-700 text-white px-4 py-2 rounded-lg text-sm …"">","Fix any of the following:
  Element has insufficient color contrast of 3.55 (foreground color: #ffffff, background color: #ea580c, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/best-surfing-beaches.php","div.space-y-8 > article.bg-white > div.md:w-1/3 > div.absolute","<div class=""absolute top-4 left-4 bg-orange-600 text-white px-3 py-1 rounded-full font…"">","Fix any of the following:
  Element has insufficient color contrast of 3.55 (foreground color: #ffffff, background color: #ea580c, font size: 12.0pt (16px), font weight: bold). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/best-surfing-beaches.php","div.md:w-2/3 > div.flex > div.flex > span.font-semibold","<span class=""font-semibold"">","Fix any of the following:
  Element has insufficient color contrast of 1.05 (foreground color: #f1f5f9, background color: #fefce8, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/best-surfing-beaches.php","article.bg-white > div.md:w-2/3 > div.flex > a.bg-orange-600","<a href=""/beach/maras-beach-rincn-18354-67267"" class=""bg-orange-600 hover:bg-orange-700 text-white px-4 py-2 rounded-lg text-sm …"">","Fix any of the following:
  Element has insufficient color contrast of 3.55 (foreground color: #ffffff, background color: #ea580c, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/best-surfing-beaches.php","div.space-y-8 > article.bg-white > div.md:w-1/3 > div.absolute","<div class=""absolute top-4 left-4 bg-orange-600 text-white px-3 py-1 rounded-full font…"">","Fix any of the following:
  Element has insufficient color contrast of 3.55 (foreground color: #ffffff, background color: #ea580c, font size: 12.0pt (16px), font weight: bold). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/best-surfing-beaches.php","div.md:w-2/3 > div.flex > div.flex > span.font-semibold","<span class=""font-semibold"">","Fix any of the following:
  Element has insufficient color contrast of 1.05 (foreground color: #f1f5f9, background color: #fefce8, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/best-surfing-beaches.php","article.bg-white > div.md:w-2/3 > div.flex > a.bg-orange-600","<a href=""/beach/survival-playuela-aguadilla-18494-67141"" class=""bg-orange-600 hover:bg-orange-700 text-white px-4 py-2 rounded-lg text-sm …"">","Fix any of the following:
  Element has insufficient color contrast of 3.55 (foreground color: #ffffff, background color: #ea580c, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/best-surfing-beaches.php","div.space-y-8 > article.bg-white > div.md:w-1/3 > div.absolute","<div class=""absolute top-4 left-4 bg-orange-600 text-white px-3 py-1 rounded-full font…"">","Fix any of the following:
  Element has insufficient color contrast of 3.55 (foreground color: #ffffff, background color: #ea580c, font size: 12.0pt (16px), font weight: bold). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/best-surfing-beaches.php","div.md:w-2/3 > div.flex > div.flex > span.font-semibold","<span class=""font-semibold"">","Fix any of the following:
  Element has insufficient color contrast of 1.05 (foreground color: #f1f5f9, background color: #fefce8, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/best-surfing-beaches.php","article.bg-white > div.md:w-2/3 > div.flex > a.bg-orange-600","<a href=""/beach/surfers-beach-aguadilla-18495-67153"" class=""bg-orange-600 hover:bg-orange-700 text-white px-4 py-2 rounded-lg text-sm …"">","Fix any of the following:
  Element has insufficient color contrast of 3.55 (foreground color: #ffffff, background color: #ea580c, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/best-surfing-beaches.php","div.space-y-8 > article.bg-white > div.md:w-1/3 > div.absolute","<div class=""absolute top-4 left-4 bg-orange-600 text-white px-3 py-1 rounded-full font…"">","Fix any of the following:
  Element has insufficient color contrast of 3.55 (foreground color: #ffffff, background color: #ea580c, font size: 12.0pt (16px), font weight: bold). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/best-surfing-beaches.php","div.md:w-2/3 > div.flex > div.flex > span.font-semibold","<span class=""font-semibold"">","Fix any of the following:
  Element has insufficient color contrast of 1.05 (foreground color: #f1f5f9, background color: #fefce8, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/best-surfing-beaches.php","article.bg-white > div.md:w-2/3 > div.flex > a.bg-orange-600","<a href=""/beach/gas-chambers-aguadilla-18467-67154"" class=""bg-orange-600 hover:bg-orange-700 text-white px-4 py-2 rounded-lg text-sm …"">","Fix any of the following:
  Element has insufficient color contrast of 3.55 (foreground color: #ffffff, background color: #ea580c, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/best-surfing-beaches.php","div.space-y-8 > article.bg-white > div.md:w-1/3 > div.absolute","<div class=""absolute top-4 left-4 bg-orange-600 text-white px-3 py-1 rounded-full font…"">","Fix any of the following:
  Element has insufficient color contrast of 3.55 (foreground color: #ffffff, background color: #ea580c, font size: 12.0pt (16px), font weight: bold). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/best-surfing-beaches.php","div.md:w-2/3 > div.flex > div.flex > span.font-semibold","<span class=""font-semibold"">","Fix any of the following:
  Element has insufficient color contrast of 1.05 (foreground color: #f1f5f9, background color: #fefce8, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/best-surfing-beaches.php","article.bg-white > div.md:w-2/3 > div.flex > a.bg-orange-600","<a href=""/beach/los-tubos-manat-manat-18452-66486"" class=""bg-orange-600 hover:bg-orange-700 text-white px-4 py-2 rounded-lg text-sm …"">","Fix any of the following:
  Element has insufficient color contrast of 3.55 (foreground color: #ffffff, background color: #ea580c, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/best-surfing-beaches.php","div.space-y-8 > article.bg-white > div.md:w-1/3 > div.absolute","<div class=""absolute top-4 left-4 bg-orange-600 text-white px-3 py-1 rounded-full font…"">","Fix any of the following:
  Element has insufficient color contrast of 3.55 (foreground color: #ffffff, background color: #ea580c, font size: 12.0pt (16px), font weight: bold). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/best-surfing-beaches.php","div.md:w-2/3 > div.flex > div.flex > span.font-semibold","<span class=""font-semibold"">","Fix any of the following:
  Element has insufficient color contrast of 1.05 (foreground color: #f1f5f9, background color: #fefce8, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/best-surfing-beaches.php","article.bg-white > div.md:w-2/3 > div.flex > a.bg-orange-600","<a href=""/beach/la-ocho-escambrn-east-reef-san-juan-18467-66085"" class=""bg-orange-600 hover:bg-orange-700 text-white px-4 py-2 rounded-lg text-sm …"">","Fix any of the following:
  Element has insufficient color contrast of 3.55 (foreground color: #ffffff, background color: #ea580c, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/best-surfing-beaches.php","div.space-y-8 > article.bg-white > div.md:w-1/3 > div.absolute","<div class=""absolute top-4 left-4 bg-orange-600 text-white px-3 py-1 rounded-full font…"">","Fix any of the following:
  Element has insufficient color contrast of 3.55 (foreground color: #ffffff, background color: #ea580c, font size: 12.0pt (16px), font weight: bold). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/best-surfing-beaches.php","div.md:w-2/3 > div.flex > div.flex > span.font-semibold","<span class=""font-semibold"">","Fix any of the following:
  Element has insufficient color contrast of 1.05 (foreground color: #f1f5f9, background color: #fefce8, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/best-surfing-beaches.php","article.bg-white > div.md:w-2/3 > div.flex > a.bg-orange-600","<a href=""/beach/punta-las-maras-san-juan-1845-66055"" class=""bg-orange-600 hover:bg-orange-700 text-white px-4 py-2 rounded-lg text-sm …"">","Fix any of the following:
  Element has insufficient color contrast of 3.55 (foreground color: #ffffff, background color: #ea580c, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/best-surfing-beaches.php","div.space-y-8 > article.bg-white > div.md:w-1/3 > div.absolute","<div class=""absolute top-4 left-4 bg-orange-600 text-white px-3 py-1 rounded-full font…"">","Fix any of the following:
  Element has insufficient color contrast of 3.55 (foreground color: #ffffff, background color: #ea580c, font size: 12.0pt (16px), font weight: bold). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/best-surfing-beaches.php","div.md:w-2/3 > div.flex > div.flex > span.font-semibold","<span class=""font-semibold"">","Fix any of the following:
  Element has insufficient color contrast of 1.05 (foreground color: #f1f5f9, background color: #fefce8, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/best-surfing-beaches.php","article.bg-white > div.md:w-2/3 > div.flex > a.bg-orange-600","<a href=""/beach/middles-isabela-18518-67098"" class=""bg-orange-600 hover:bg-orange-700 text-white px-4 py-2 rounded-lg text-sm …"">","Fix any of the following:
  Element has insufficient color contrast of 3.55 (foreground color: #ffffff, background color: #ea580c, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/best-surfing-beaches.php","div.space-y-8 > article.bg-white > div.md:w-1/3 > div.absolute","<div class=""absolute top-4 left-4 bg-orange-600 text-white px-3 py-1 rounded-full font…"">","Fix any of the following:
  Element has insufficient color contrast of 3.55 (foreground color: #ffffff, background color: #ea580c, font size: 12.0pt (16px), font weight: bold). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/best-surfing-beaches.php","div.md:w-2/3 > div.flex > div.flex > span.font-semibold","<span class=""font-semibold"">","Fix any of the following:
  Element has insufficient color contrast of 1.05 (foreground color: #f1f5f9, background color: #fefce8, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/best-surfing-beaches.php","article.bg-white > div.md:w-2/3 > div.flex > a.bg-orange-600","<a href=""/beach/aviones-beach-loza-18457-65991"" class=""bg-orange-600 hover:bg-orange-700 text-white px-4 py-2 rounded-lg text-sm …"">","Fix any of the following:
  Element has insufficient color contrast of 3.55 (foreground color: #ffffff, background color: #ea580c, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/best-surfing-beaches.php","div.space-y-8 > article.bg-white > div.md:w-1/3 > div.absolute","<div class=""absolute top-4 left-4 bg-orange-600 text-white px-3 py-1 rounded-full font…"">","Fix any of the following:
  Element has insufficient color contrast of 3.55 (foreground color: #ffffff, background color: #ea580c, font size: 12.0pt (16px), font weight: bold). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/best-surfing-beaches.php","div.md:w-2/3 > div.flex > div.flex > span.font-semibold","<span class=""font-semibold"">","Fix any of the following:
  Element has insufficient color contrast of 1.05 (foreground color: #f1f5f9, background color: #fefce8, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/best-surfing-beaches.php","article.bg-white > div.md:w-2/3 > div.flex > a.bg-orange-600","<a href=""/beach/la-pared-luquillo-luquillo-18376-65716"" class=""bg-orange-600 hover:bg-orange-700 text-white px-4 py-2 rounded-lg text-sm …"">","Fix any of the following:
  Element has insufficient color contrast of 3.55 (foreground color: #ffffff, background color: #ea580c, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/best-surfing-beaches.php","div.space-y-8 > article.bg-white > div.md:w-1/3 > div.absolute","<div class=""absolute top-4 left-4 bg-orange-600 text-white px-3 py-1 rounded-full font…"">","Fix any of the following:
  Element has insufficient color contrast of 3.55 (foreground color: #ffffff, background color: #ea580c, font size: 12.0pt (16px), font weight: bold). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/best-surfing-beaches.php","div.md:w-2/3 > div.flex > div.flex > span.font-semibold","<span class=""font-semibold"">","Fix any of the following:
  Element has insufficient color contrast of 1.05 (foreground color: #f1f5f9, background color: #fefce8, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/best-surfing-beaches.php","article.bg-white > div.md:w-2/3 > div.flex > a.bg-orange-600","<a href=""/beach/dogmans-beach-rincn-18358-67264"" class=""bg-orange-600 hover:bg-orange-700 text-white px-4 py-2 rounded-lg text-sm …"">","Fix any of the following:
  Element has insufficient color contrast of 3.55 (foreground color: #ffffff, background color: #ea580c, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/best-surfing-beaches.php","div.space-y-8 > article.bg-white > div.md:w-1/3 > div.absolute","<div class=""absolute top-4 left-4 bg-orange-600 text-white px-3 py-1 rounded-full font…"">","Fix any of the following:
  Element has insufficient color contrast of 3.55 (foreground color: #ffffff, background color: #ea580c, font size: 12.0pt (16px), font weight: bold). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/best-surfing-beaches.php","div.md:w-2/3 > div.flex > div.flex > span.font-semibold","<span class=""font-semibold"">","Fix any of the following:
  Element has insufficient color contrast of 1.05 (foreground color: #f1f5f9, background color: #fefce8, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/best-surfing-beaches.php","article.bg-white > div.md:w-2/3 > div.flex > a.bg-orange-600","<a href=""/beach/domes-beach-rincn-18361-67261"" class=""bg-orange-600 hover:bg-orange-700 text-white px-4 py-2 rounded-lg text-sm …"">","Fix any of the following:
  Element has insufficient color contrast of 3.55 (foreground color: #ffffff, background color: #ea580c, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/best-surfing-beaches.php","div.space-y-8 > article.bg-white > div.md:w-1/3 > div.absolute","<div class=""absolute top-4 left-4 bg-orange-600 text-white px-3 py-1 rounded-full font…"">","Fix any of the following:
  Element has insufficient color contrast of 3.55 (foreground color: #ffffff, background color: #ea580c, font size: 12.0pt (16px), font weight: bold). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/best-surfing-beaches.php","div.md:w-2/3 > div.flex > div.flex > span.font-semibold","<span class=""font-semibold"">","Fix any of the following:
  Element has insufficient color contrast of 1.05 (foreground color: #f1f5f9, background color: #fefce8, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/best-surfing-beaches.php","article.bg-white > div.md:w-2/3 > div.flex > a.bg-orange-600","<a href=""/beach/kikita-beach-dorado-18468-66288"" class=""bg-orange-600 hover:bg-orange-700 text-white px-4 py-2 rounded-lg text-sm …"">","Fix any of the following:
  Element has insufficient color contrast of 3.55 (foreground color: #ffffff, background color: #ea580c, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/best-surfing-beaches.php","div.space-y-8 > article.bg-white > div.md:w-1/3 > div.absolute","<div class=""absolute top-4 left-4 bg-orange-600 text-white px-3 py-1 rounded-full font…"">","Fix any of the following:
  Element has insufficient color contrast of 3.55 (foreground color: #ffffff, background color: #ea580c, font size: 12.0pt (16px), font weight: bold). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/best-surfing-beaches.php","div.md:w-2/3 > div.flex > div.flex > span.font-semibold","<span class=""font-semibold"">","Fix any of the following:
  Element has insufficient color contrast of 1.05 (foreground color: #f1f5f9, background color: #fefce8, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/best-surfing-beaches.php","article.bg-white > div.md:w-2/3 > div.flex > a.bg-orange-600","<a href=""/beach/sandy-beach-rincn-18362-67249"" class=""bg-orange-600 hover:bg-orange-700 text-white px-4 py-2 rounded-lg text-sm …"">","Fix any of the following:
  Element has insufficient color contrast of 3.55 (foreground color: #ffffff, background color: #ea580c, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1"
"https://www.puertoricobeachfinder.com/best-surfing-beaches.php","main#main-content > section#season > div.max-w-7xl > h2.text-2xl","<h2 class=""text-2xl md:text-3xl font-bold text-gray-900 mb-8 text-center"">","Fix any of the following:
  Element has insufficient color contrast of 1.06 (foreground color: #111827, background color: #132024, font size: 18.0pt (24px), font weight: bold). Expected contrast ratio of 3:1"
"https://www.puertoricobeachfinder.com/best-surfing-beaches.php","main#main-content > section#faq > div.max-w-4xl > h2.text-2xl","<h2 class=""text-2xl md:text-3xl font-bold text-gray-900 mb-8 text-center"">","Fix any of the following:
  Element has insufficient color contrast of 1.06 (foreground color: #111827, background color: #132024, font size: 18.0pt (24px), font weight: bold). Expected contrast ratio of 3:1"
